event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IDN2610,"27 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Tribunnews,National,"On 27 October 2015, a group of people held a peaceful protest in Batam city, Riau Islands province, to protest the relocation of a school construction site.",0,"crowd size=no report",1667339305
IDN2608,"26 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Sidoarjo,Porong,Porong,-7.5317,112.73,1,Tempo,National,"On 26 October 2015, dozens of mud disaster's victims held a peaceful protest in Porong district, Sidoarjo regency, East Java province, demanding compensation from the mining company that caused the disaster.",0,"crowd size=dozens",1649355998
IDN2609,"26 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Sulawesi",Poso,Poso,Poso,-1.3959,120.752,1,Kompas,National,"On 26 October 2015, more than 70 firefighters held a peaceful protest in Poso city, Central Sulawesi province, demanding the payment of their salary.",0,"crowd size=more than 70",1649355998
IDN377,"26 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Farmers (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Yogyakarta,Yogyakarta,Danurejan,Yogyakarta,-7.795,110.369,3,"Jakarta Post",National,"On 26 October 2015, hundreds of coastal farmers in Kulonprogo regency, Yogyakarta, staged a rally and hunger strike protesting a plan to develop an airport on their farmland.",0,,1650490679
IDN2607,"25 October 2015",2015,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Yahukimo,Dekai,Dekai,-4.8591,139.4738,1,HumanRightsPapua,Other,"On 25 October 2015, seven police officers beat up two Papuan men in Dekai city, Yahukimo regency, Papua province, after the men requested the officers to stop gambling on cock fights in the residential area.",0,,1576600005
IDN2606,"25 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","MUI: Indonesian Council of Ulema; Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,,,Jakarta,-6.2146,106.845,1,"US State Department",Other,"On 25 October 2015, ANNAS held a large anti-Shia rally attended by thousands of people. Speakers included prominent imams and representatives from MUI in Jakarta city.",0,"crowd size=thousands",1618442064
IDN2605,"24 October 2015",2015,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Rioters (Indonesia)",,5,55,,360,"Southeast Asia",Indonesia,"South Sumatra","South Ogan Komering Ulu","Muaradua Kisam","Muaradua Kisam",-4.379,103.6556,1,Tribunnews,National,"On 24 October 2015, a riot broke out between two groups that supported two different rival candidates during an election in Muaradua Kisam district, South Ogan Komerang Ilir regency, South Sumatra province. They brawled, injured two people.",0,"crowd size=no report",1649355998
IDN373,"23 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); Teachers (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Riau,Pekanbaru,Sukajadi,Pekanbaru,0.5166,101.4416,1,"Jakarta Post",National,"On 23 October 2015, protests were staged in Riau province as thousands of university students, teachers and lecturers staged a rally at the governor's office in Pekanbaru, demanding an end to the haze problems.",0,,1650490679
IDN375,"23 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,"Jakarta Post",National,"On 23 October 2015, the Alliance of North Sumatra People Against Haze staged a protest rally at Bundaran Majestik, Medan, against the repeated land and forest fires in Papua.",0,,1650490679
IDN376,"23 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 23 October 2015, rally was staged by dozens of activists from Satria Hijau (Green Knights) at Merdeka Square, Gambir, demanding the government get rid of the haze.",0,,1663790297
IDN2603,"22 October 2015",2015,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Muslim Group (Indonesia)",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"West Java",Bandung,Regol,Bandung,-6.9222,107.607,1,"US State Department",Other,"On 22 October 2015, police protected an Ashura observance being held at a local stadium in nearby Bandung city, West Java province, against hardline Muslim demonstrators who did not want the Shia Muslims to observe Ashura in the city.",0,"crowd size=no report",1618531580
IDN2604,"22 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jambi,Bungo,"Central Rimbo","Central Rimbo",-1.516,102.1191,1,Tribunnews,National,"On 22 October 2015, dozens of students held a peaceful protest in Central Rimbo district, Bungo regency, Jambi province, after their university rector was appointed for his fourth term.",0,"crowd size=dozens",1649355998
IDN2602,"20 October 2015",2015,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","Students (Indonesia); PMII: Indonesian Islamic Student Movement; Muslim Group (Indonesia)",5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Jambi,Jambi,Jelutung,Jambi,-1.6,103.6166,1,Tribunnews,National,"On 20 October 2015, a riot broke out in Jambi city, Jambi province. A group of students from PMII: Indonesian Islamic Students Movement held a demonstration in front of Jambi's Governor office to criticize the performance of the Indonesian president. The students engaged in a brawl with each other and the police. Three students were injured.",0,"crowd size=no report",1649355998
IDN371,"20 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Bandung,Regol,Bandung,-6.9222,107.607,1,Tempo,National,"On 20 October 2015, hundreds of people from the Indonesian Metal Workers Union Federations (FSPMI) and the Indonesian Labor Union (SPI) rallied in front of the Sate House in Bandung city, West Java. They protested the suspension for minimum wage for the welfare of Indonesian workers.",0,,1650490679
IDN372,"20 October 2015",2015,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","PKS: Prosperous Justice Party; Students (Indonesia)",5,,,0,50,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Detik,National,"On 20 October 2015, around a hundred of students affiliated with PKS: Prosperous Justice Party held a demonstration in Central Jakarta city, Jakarta province, criticizing the government's performance. They burned tires and threw bamboo, plastic bottles and pebbles at the parliament's building.",0,"crowd size=around 100",1663790297
IDN2601,"20 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Tribunnews,National,"On 20 October 2015, hundreds of labourers held a peaceful protest in Batam city, Riau province. The protest cause was unclear.",0,"crowd size=hundreds",1667339305
IDN2600,"19 October 2015",2015,2,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Indonesia (2014-)","Government of Indonesia (2014-)",1,"Civilians (Indonesia)","Christian Group (Indonesia)",7,17,,360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,1,"US State Department",Other,"On 19 October 2015, the local government in Singkil city, Aceh Singkil regency, Aceh province, began demolishing 10 churches, in addition to one burnt down by the Concerned Islamic Youth on 13 October, for violations of permits, as part of a previous agreement with local religious groups and officials.",0,,1576600008
IDN2598,"19 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Mojokerto,Kutorejo,Kutorejo,-7.5679,112.5231,1,Detik,National,"On 19 October 2015, hundreds of labourers held a peaceful protest in Kutorejo district, Mojokerto regency, East Java province, to protest a factory management's treatment towards its employees.",0,"crowd size=hundreds",1649355998
IDN2599,"19 October 2015",2015,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,"Private Security Forces (Indonesia)",,8,58,,360,"Southeast Asia",Indonesia,"East Java",Banyuwangi,Pesanggaran,Pesanggaran,-8.5136,113.9758,1,Kompas,National,"On 19 October 2015, a riot broke out in Pesanggaran District, Banyuwangi regency, East Java province, between a group of people opposing the presence of gold mining company in the district and private security forces from the company.",0,"crowd size=around no report",1649355998
IDN2597,"19 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Gresik,Gresik,Gresik,-7.1538,112.6561,1,Tribunnews,National,"On 19 October 2015, hundreds of a factory's employees held a peaceful protest in Gresik city, East Java province, regarding the sudden termination of their coworkers.",0,"crowd size=hundreds",1649355998
IDN2596,"19 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Kompas,National,"On 19 October 2015, a group of protesters held a peaceful protest in Central Jakarta City, Jakarta province, regarding violence against children.",0,"crowd size=no report",1663790297
IDN2595,"19 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Blitar,Kepanjenkidul,Blitar,-8.0942,112.1651,1,Tribunnews,National,"On 19 October 2015, a group of fraud victims held a peaceful protest in Blitar city, East Java province, demanding an investigation of the fraud that caused them a huge financial loss.",0,"crowd size=no report",1667339305
IDN2594,"17 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Journalists (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Tribunnews,National,"On 17 October 2015, dozens of journalists held a peaceful protest at Batu Ampar port in Batam city, Riau Islands province, as they were not allowed to report the visit of Indonesian Minister of Transportation to the port.",0,"crowd size=dozens",1667339305
IDN2593,"16 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","FUI: Islamic Community Forum; Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Boyolali,Boyolali,Boyolali,-7.533,110.5958,1,"US State Department",Other,"On 16 October 2015, the Islamic Organization Forum staged a demonstration in front of the DPRD in Boyolali city, Central Java province, after a local man and transgender woman held a marriage ceremony on 10 October. The couple relocated a food stall they owned, fearing it would be attacked.",0,"crowd size=no report",1576600008
IDN2592,"15 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Tribunnews,National,"On 15 October 2015, hundreds of labourers held a peaceful protest in Central Jakarta City, Jakarta province. The protest cause was unclear.",0,"crowd size=hundreds",1663790297
IDN2591,"15 October 2015",2015,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)",,6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Tribunnews,National,"On 15 October 2015, a group of election candidates' supporters held a protest in front of General Election Commission in Batam city, Riau Islands province. They wanted to meet the head of the commission. They tried to enter the building. Indonesian police intervened.",0,"crowd size=no report",1667339305
IDN2590,"14 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","KAMMI: Kesatuan Aksi Mahasiswa Muslim Indonesia; Students (Indonesia); Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Yogyakarta,Yogyakarta,Danurejan,Yogyakarta,-7.795,110.369,1,Tribunnews,National,"On 14 October 2015, more than 50 students from KAMMI: Kesatuan Aksi Mahasiswa Muslim Indonesia held a peaceful protest in Yogyakarta city, Yogyakarta province, regarding haze and forest fire in Sumatra.",0,"crowd size=more than 50",1649355998
IDN614,"13 October 2015",2015,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Civilians (Indonesia)","Protestant Christian Group (Indonesia)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil","Gunung Meriah","Gunung Meriah",2.3833,97.95,1,"Amnesty International",Other,"On 13 October 2015, a mob around 500 people burnt down a Protestant church in Suka Makmur village in Gunung Meriah town, Aceh Singkil regency, Aceh province, following the government's edict on 12 October that 10 churches would be closed. They tried to burn down another church in Dangguran village but were prevented by the police and military. One of the assailants was killed.",1,"crowd size=500",1572403696
IDN2584,"13 October 2015",2015,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","Muslim Group (Indonesia)",5,"Civilians (Indonesia)","Christian Group (Indonesia)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,1,"US State Department",Other,"On 13 October 2015, the group Concerned Islamic Youth burned a church in Singkil city, Aceh Singkil regency, Aceh province. The church was one of several serving migrant Christian Batak workers from neighboring North Sumatra and had long been under protest by local Islamic groups.",0,,1576600008
IDN2589,"13 October 2015",2015,2,"Strategic developments","Strategic developments",Other,"Civilians (Indonesia)","Christian Group (Indonesia); Refugees/IDPs (Indonesia)",7,,,0,70,,360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,3,"US State Department",Other,"After 13 October 2015, thousands of migrant Christian Batak workers in Singkil city, Aceh Singkil regency, Aceh province, fled to North Sumatra following the act of a Christian church being burned by the Concerned Islamic Youth on 13 October.",0,,1576600008
IDN2588,"13 October 2015",2015,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)",,7,17,,360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,2,Kompas,National,"On 13 October 2015, Indonesian police arrested 45 people that were allegedly involved in a riot in Aceh Singkil regency, Aceh province, coded as Singkil district, earlier that day.",0,,1649355998
IDN2585,"13 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sumatra","Banyu Asin","Banyuasin I","Banyu Asin",-2.8645,104.8463,1,Tribunnews,National,"On 13 October 2015, dozens of people held a peaceful protest in Banyu Asin district, Banyu Asin regency, South Sumatra province, to protest the disqualification of a village's head candidate, who they supported.",0,"crowd size=dozens",1649355998
IDN2586,"13 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Tribunnews,National,"On 13 October 2015, a group of labourers held a peaceful protest in Medan city, North Sumatra province, demanding fair compensation after their sudden termination by their company.",0,"crowd size=no report",1649355998
IDN2587,"13 October 2015",2015,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","Students (Indonesia)",5,,,0,50,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,Tribunnews,National,"On 13 October 2015, a group of students held a demonstration in South Jakarta City, Jakarta province, regarding a corruption case involving Indonesian minister. They burned their banner and some other demonstration equipment.",0,"crowd size=no report",1659475469
IDN2583,"12 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra","Pematang Siantar","Siantar Sitalasari","Pematang Siantar",2.9666,99.05,1,Kompas,National,"On 12 October 2015, hundreds of students held a peaceful protest in Pematang Siantar city, North Sumatra province, after a military officer kidnapped and attacked a student from their university four days before.",0,"crowd size=hundreds",1649355998
IDN2582,"12 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Kediri,"Kediri City",Kediri,-7.8166,112.0166,1,Tempo,National,"On 12 October 2015, dozens of artists held a peaceful protest in Kediri city, East Java province, to protest the Kediri mayor, who sent a non-Kediri artist to represent the city in a national festival.",0,"crowd size=dozens",1649355998
IDN2581,"12 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Bandung,Regol,Bandung,-6.9222,107.607,1,Tribunnews,National,"On 12 October 2015, a group of students held a peaceful protest in Bandung City, West Java province, to commemorate International Human Rights Day.",0,"crowd size=no report",1649355998
IDN2580,"11 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Lamongan,Lamongan,Lamongan,-7.1225,112.3827,1,Detik,National,"On 11 October 2015, hundreds of people held a peaceful protest in Lamongan city, East Java province, opposing the presence of a limestone mine.",0,"crowd size=hundreds",1649355998
IDN370,"11 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Bogor,"Central Bogor",Bogor,-6.5944,106.7891,1,"Jakarta Post",National,"On 11 October 2015, hundreds of Rumpin residents in Bogor regency blockaded and protested at Jl. Mekarsari in their area after a motorcyclist was hit and killed by a truck.",0,,1650490679
IDN369,"10 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,"Jakarta Post",National,"On 10 October 2015, activists staged a protest rally outside the Corruption Eradication Commission (KPK) complex in South Jakarta, against KPK law.",0,,1659475468
IDN2579,"10 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Detik,National,"On 10 October 2015, 5,000 labourers held a peaceful protest in Central Jakarta city, Jakarta province, opposing the new regulation on labourers' salary.",0,"crowd size=5,000",1663790297
IDN2575,"08 October 2015",2015,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Catholic Christian Group (Indonesia); Papuan Ethnic Group (Indonesia); Students (Indonesia); Civilians (Indonesia); Journalists (Indonesia)",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,"Free West Papua Campaign; HumanRightsPapua",Other,"On 8 October 2015, during a rally for victims of human rights by West Papuans, students, and Catholic monks in Jayapura city, Papua province, police obstructed a journalist covering the event and forced him into a truck at gunpoint and forced to delete all pictures. At the same event other journalists faced similar obstructions from the police, including one being chased away by plainclothes officers. In total 18 demonstrators were arbitrarily arrested, some of which were monks that were arrested and beaten.",0,"crowd size=no report",1618531573
IDN2578,"08 October 2015",2015,1,"Political violence","Violence against civilians",Attack,"Military Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Students (Indonesia); Prisoners (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,"North Sumatra","Pematang Siantar","Siantar Sitalasari","Pematang Siantar",2.9666,99.05,1,Kompas,National,"On 8 October 2015, the Indonesian military detained and tortured a student in Pematang Siantar city, North Sumatra province, after the victim was accused snatching the purse of a military officer's wife. He was taken to a police station afterward.",0,,1649355998
IDN2577,"08 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Tribunnews,National,"On 8 October 2015, hundreds of hotel employees held a peaceful protest in Medan city, North Sumatra province, regarding the sudden termination of their coworkers.",0,"crowd size=hundreds",1649355998
IDN2576,"08 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 8 October 2015, dozens of students held a peaceful protest in front a police station in Makassar city, South Sulawesi province, to protest the shooting of a student from their university by an unidentified armed group three days before. There was no clear report regarding the shooting incident.",0,"crowd size=dozens",1649355998
IDN368,"08 October 2015",2015,1,"Political violence",Battles,"Armed clash","Muslim Militia (Indonesia)",,4,"Christian Militia (Indonesia)",,4,44,,360,"Southeast Asia",Indonesia,Aceh,"Banda Aceh","Lueng Bata","Banda Aceh",5.5416,95.3333,3,"Jakarta Post",National,"On 8 October 2015, one man was shot dead in violent clashes between armed Muslim men and Christians in Indonesia's Islamic province of Aceh. About 750 stick-wielding men razed a church in southern Aceh before clashing with local Christians at a second church.",1,,1650490679
IDN2574,"08 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Detik,National,"On 8 October 2015, 800 students held a peaceful protest in front of their university in Batam city, Riau Islands province, to protest the graduation dress code, which replaced toga hat with Muslim cap.",0,"crowd size=800",1667339305
IDN2572,"07 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","GMBI: Indonesian General Society Movement",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Jepara,Mlonggo,Batang,-6.4846,110.7083,1,Tribunnews,National,"On 7 October 2015, dozens of people held a peaceful protest in Batang district, Batang regency, Central Java province, demanding GMBI be dissolved as it often looted Batang's residents.",0,"crowd size=dozens",1649355998
IDN2573,"07 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia); Women (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Detik,National,"On 7 October 2015, dozens of female labourers held a peaceful protest in Central Jakarta city, Jakarta province, commemorating the International Decent Work Day.",0,"crowd size=dozens",1663790297
IDN367,"07 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 7 October 2015, about 100 protestors representing thousands of residents who have been evicted, or who expect to be evicted soon, grouped as the Victims of Jakarta Evictions Forum (FKPJ), staged a protest in front of City Hall, Central Jakarta, urging Jakarta Governor Basuki 'Ahok' Tjahaja Purnama to end evictions.",0,,1663790297
IDN613,"06 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Aceh,"Aceh Singkil",Singkil,Singkil,2.2874,97.7884,1,"Amnesty International",Other,"On 6 October 2015, a group called the Pemuda Peduli Islam (Youth who care about Islam) staged a demonstration outside the district head administrative office in Singkil city, Aceh Singkil regency, Aceh province, to demand the government close Christian churches in their area. This resulted in the government deciding to close 10 churches.",0,"crowd size=no report",1572403696
IDN2570,"06 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia); Women (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Demak,Demak,Demak,-6.8909,110.6396,1,Tribunnews,National,"On 6 October 2015, dozens of women workers held a peaceful protest in Demak district, Demak regency, Central Java province, to protest the new regulations for migrant workers.",0,"crowd size=dozens",1649355998
IDN2571,"06 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"North Jakarta",Koja,"Jakarta - North",-6.1327,106.8927,1,Tribunnews,National,"On 6 October 2015, hundreds of terminal employees held a peaceful protest in North Jakarta City, Jakarta province, after they were banned from entering the terminal by private security forces. The reason for the ban was unclear.",0,"crowd size=hundreds",1659475469
IDN2568,"05 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sumatra","Musi Rawas","Muara Beliti","Muara Beliti",-3.2486,103.0335,1,Tribunnews,National,"On 5 October 2015, dozens of people held a peaceful protest in Muara Beliti district, Musi Rawas regency, South Sulawesi province, demanding the government resolve a land dispute in their village.",0,"crowd size=no report",1649355998
IDN2569,"05 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,Tribunnews,National,"On 5 October 2015, hundreds of labourers held a peaceful protest in South Jakarta City, Jakarta province, refusing a new healthcare system.",0,"crowd size=hundreds",1659475469
IDN366,"03 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Aceh,"Banda Aceh","Lueng Bata","Banda Aceh",5.5416,95.3333,1,Tempo,National,"On 3 October 2015, around one hundred people from Global Marching for Elephant, Rhino and tiger (GMFERT) Indonesia gathered in Banda Aceh in a protest against poaching and wildlife illegal trading.",0,,1650490679
IDN2566,"02 October 2015",2015,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,,,0,50,,360,"Southeast Asia",Indonesia,"East Java",Sumenep,Ambunten,Ambunten,-6.9127,113.7046,1,Tempo,National,"On 2 October 2015, a group of people burned a pick-up truck in Ambunten district, Sumenep regency, East Java province, because the truck was involved in illegal sand mining in the rioters' village.",0,"crowd size=no report",1649355998
IDN2567,"02 October 2015",2015,1,"Political violence","Violence against civilians",Attack,"Military Forces of Indonesia (2014-) Komando Pasukan Khusus",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Merauke,Merauke,Merauke,-8.4995,140.4061,1,HumanRightsPapua,Other,"On 2 October 2015, a Kopassus officer severely beat a Papuan man in Merauke district (Merauke regency, Papua province), after accusing him of theft. The officer also severely beat another resident and attempted to choke another, and then indiscriminately fired several shots un the local residential area.",0,,1657632894
IDN365,"02 October 2015",2015,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"North Jakarta",Koja,"Jakarta - North",-6.1327,106.8927,1,"Jakarta Post",National,"On 2 October 2015, a group of residents at the Customs and Excise Agency housing complex in Cilincing, North Jakarta, staged a protest against plans to develop a field, which they claimed to be a community facility, into office buildings.",0,,1659475468
