event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IDN2950,"01 October 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","Farmers (Indonesia)",5,"Civilians (Indonesia)","Labor Group (Indonesia)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,Lampung,"Tulang Bawang",Menggala,Menggala,-4.4821,105.2398,1,Kompas,National,"On 1 October 2016, thousands of farmers burned 56 motorbikes, dozens of tents, and a tractor owned by a plantation company in Tulangbawang regency (Lampung province) (coded as Menggala district). They engaged in a land dispute with the company. They also destroyed a security post.",0,"crowd size=thousands",1643729387
IDN197,"29 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Tempo,National,"On 29 September 2016, in Medan (Medan, North Sumatra), hundreds of workers from various labor unions in North Sumatra rallied to protest the implementation of the tax amnesty scheme by President Joko Widodo's Administration.",0,,1651182384
IDN198,"29 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 29 September 2016, in Merdeka (Central Jakarta, Jakarta), workers stage a protest rejecting the Tax Amnesty Law and demanded a minimum wage hike.",0,,1663790297
IDN2949,"27 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); GMNI: Indonesian National Students Movement",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sulawesi",Manado,Tikala,Manado,1.4821,124.8489,1,Tribunnews,National,"On 27 September 2016, a group of students from GMNI: Indonesian National Students Movement held a peaceful protest in Manado city, North Sulawesi province, demanding agrarian reform.",0,"crowd size=no report",1649876513
IDN2947,"26 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sulawesi",Manado,Tikala,Manado,1.4821,124.8489,1,Tribunnews,National,"On 26 September 2016, a group of students held a peaceful protest in Manado city, North Sulawesi province, demanding clarity regarding the legal status of their faculty.",0,"crowd size=no report",1649876513
IDN2946,"26 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 26 September 2016, hundreds of students held a peaceful protest in Makassar city, South Sulawesi province, criticizing the poor quality of education provided by their university.",0,"crowd size=hundreds",1649876513
IDN2948,"26 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Tribunnews,National,"On 26 September 2016, hundreds of people held a peaceful protest in Medan city, North Sumatra province, demanding the government settle a land dispute in Medan between locals and a plantation company. The dispute had been going for years.",0,"crowd size=hundreds",1649876513
IDN195,"26 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); Farmers (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Nusa Tenggara",Mataram,Mataram,Mataram,-8.5833,116.1167,1,"Jakarta Post",National,"On 26 September 2016, in Mataram (West Lombok, West Nusa Tenggara), scores of activists, students and farmer representatives grouped in the West Nusa Tenggara (NTB) People's Defenders Front (FPR) rallied at the Mataram gubernatorial office.",0,,1651182384
IDN196,"26 September 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Civilians (Indonesia)","Government of Indonesia (2014-)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,"Jakarta Post",National,"On 26 September 2016, in Makassar (Makassar, South Sulawesi), rioters vandalized the Gowa Legislative Council building for political reasons.",0,,1651182384
IDN2945,"24 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); PMII: Indonesian Islamic Student Movement; Muslim Group (Indonesia); GMNI: Indonesian National Students Movement",6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Surabaya,Genteng,Surabaya,-7.2492,112.751,1,Tempo,National,"On 24 September 2016, around a hundred protesters, including members of GMNI: Indonesian National Students Movement, PMII: Indonesian Islamic Student Movement, and farmers, held a peaceful protest in Surabaya city, East Java province, demanding agrarian reformation. They commemorated National Farmers Day.",0,"crowd size=around 100",1649876513
IDN2944,"22 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); PMII: Indonesian Islamic Student Movement; Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sulawesi",Pinrang,"Watang Sawitto","Watang Sawitto",-3.7926,119.6464,1,Tribunnews,National,"On 22 September 2016, dozens of students from PMII: Indonesian Islamic Student Movement held a peaceful protest in Watang Sawitto district, Pinrang regency, South Sulawesi province, demanding an investigation into a corruption case at an orphanage in Pinrang.",0,"crowd size=dozens",1649876513
IDN194,"20 September 2016",2016,1,"Political violence",Battles,"Armed clash","Mandiangin Communal Militia (Indonesia)",,4,"Mandiangin Communal Militia (Indonesia)",,4,44,,360,"Southeast Asia",Indonesia,Jambi,Sarolangun,Mandiangin,Mandiangin,-2.028,102.9734,1,"Jakarta Post",National,"On 20 September 2016, in Mandiangin (Sarolangun, Jambi), one person was killed during an armed clash involving residents from two villages over an unknown communal issue.",1,,1651182385
IDN2943,"19 September 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,,,0,50,,360,"Southeast Asia",Indonesia,"West Java",Bogor,"Babakan Madang","Babakan Madang",-6.5208,106.8481,1,Kompas,National,"On 19 September 2016, a group of people held a demonstration in Babakan Madang district, Bogor regency, West Java province, regarding a land dispute between them and a property developer. They blockaded a road.",0,"crowd size=no report",1649876513
IDN193,"19 September 2016",2016,1,"Political violence",Battles,"Armed clash","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)",,1,12,,360,"Southeast Asia",Indonesia,"Central Sulawesi",Poso,"East Lore",Tombua,-1.4613,120.4217,1,Tempo,National,"On 19 September 2016, in Tombua (Poso, Central Sulawesi), an armed clash broke between the Tinombala Task Force and the Mujahidin Indonesia of East Tinombala (MIT) and claimed the life of one man suspected to have been Santoso's follower.",1,,1651182385
IDN192,"19 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 19 September 2016, in Gambir (Central Jakarta, Jakarta), dozens of drivers who call themselves the Online Drivers Association staged a protest in front of the State Palace, demanding that the President revoke the controversial Transportation Ministry Regulation No. 32/2016.",0,,1663790297
IDN2942,"19 September 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)",,6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"South Sulawesi",Palopo,Wara,Palopo,-3.0056,120.199,1,Tribunnews,National,"On 19 September 2016, dozens of people held a protest in Palopo city, South Sulawesi province, after a multi finance company allegedly intimidated its clients. They wanted to seal the company's building. The police intervened.",0,"crowd size=dozens",1667339305
IDN2941,"17 September 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Yahukimo,Dekai,Dekai,-4.8591,139.4738,1,HumanRightsPapua,Other,"On 17 September 2016, the police arrested 31 KNPB members at Pasar Lama in Dekai city, Yahukimo regency, Papua province, as they distributed leaflets for the demonstration on 19 September 2016. They were subjected to torture/ill-treatment.",0,,1576600005
IDN2940,"17 September 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,Papua,Yahukimo,Dekai,Dekai,-4.8591,139.4738,1,HumanRightsPapua,Other,"On 17 September 2016, demonstrators gathered to demand the release of 10 KNPB members at the police station of Dekai city, Yahukimo regency, Papua province, that had been arbitrarily arrested earlier for distributing leaflets. Police forcefully dispersed the demonstration after an unknown man threw a stone at the station. They also stopped a person coming to join the demonstration and severely maltreated him.",0,"crowd size=no report",1576600005
IDN2936,"15 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,Kompas,National,"On 15 September 2016, around a hundred Papuan people held a peaceful protest in Jayapura city, Papua province, demanding an investigation into a corruption case in Papua local council.",0,"crowd size=around 100",1649876513
IDN2937,"15 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Kompas,National,"On 15 September 2016, hundreds of elementary school and junior high school students, along with their parents, held a peaceful protest in front of a local council building in Medan city, North Sumatra province. They opposed eviction from their houses. The area is being taken for railway construction.",0,"crowd size=hundreds",1649876513
IDN2938,"15 September 2016",2016,3,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,Kompas,National,"Coded on Sept 15, 2016, a group of people held a peaceful protest in Tambora district, Bima regency, West Nusa Tenggara province, regarding a land dispute between them and a plantation company. Their land was taken by the plantation company. They slept in front of Bima regent's office for 26 days, demanding the regent solve the issue.",0,"crowd size=no report",1659475468
IDN2939,"15 September 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,,,0,50,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,Kompas,National,"On 15 September 2016, a group of people held a demonstration in Tambora district, Bima regency, West Nusa Tenggara province, regarding a land dispute between them and a plantation company. Their land was taken by the plantation company. They threw down the gate of Bima regent's office. They had held a peaceful protest for 26 days before the riot, sleeping in front of the regent's office.",0,"crowd size=no report",1659475468
IDN2935,"14 September 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Merauke,Ilyawab,Wanam,-7.4601,139.0197,1,HumanRightsPapua,Other,"On 14 September 2016, two police officers from the marine and air police unit beat and shot a Papuan man at the police post near Wogikel residential area at Wanam village, Merauke regency, Papua province, after a dispute escalated.",0,,1576600005
IDN2934,"14 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); HMI: Muslim Students Association; Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 14 September 2016, hundreds of students from HMI: Muslim Students Association held a peaceful protest in Makassar city, South Sulawesi province, demanding punishment for a lecturer, who allegedly burned a flag of HMI.",0,"crowd size=hundreds",1649876513
IDN2933,"14 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Tempo,National,"On 14 September 2016, hundreds of public transportation former employees and drivers held a peaceful protest in Central Jakarta City, Jakarta province, to protest their sudden termination.",0,"crowd size=hundreds",1663790297
IDN2932,"13 September 2016",2016,1,"Political violence","Violence against civilians",Attack,"Military Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayawijaya,Wamena,Wamena,-4.0951,138.9449,1,HumanRightsPapua,Other,"On 13 September 2016, five military members severely tortured a Papuan man and attempted to drown him in the Aikima river in Wamena town (Jayawijaya regency, Papua province), after a street restaurant owner called the military on him for not paying his bill.",0,,1657632894
IDN191,"13 September 2016",2016,2,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,Tempo,National,"Assumed September 13-14, in Tebet (South Jakarta, Jakarta), a group of people calling themselves the Gerakan Rakyat Anti Penipuan or GARAP (Anti-Fraud People Movement) protested in front PT Sari Melati Kencana office, demanding the company stop producing unhealthy foods.",0,,1659475469
IDN190,"11 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","BEM SI: The National Association of University Student Executive Bodies; Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 11 September 2016, in Menteng (Central Jakarta, Jakarta), the National Association of University Student Executive Bodies (BEM SI) held a protest rally to protest the resumption of Jakarta Bay reclamation projects following the government's decision to proceed with the controversial development plan.",0,,1663790297
IDN189,"09 September 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,"Jakarta Post",National,"On 9 September 2016, a group of people held a peaceful protest in Tambora district, West Jakarta city (Jakarta province) (coded as Jakarta - West), against Jakarta Governor Basuki 'Ahok' Tjahaja Purnama as he officially opened the Kampung Duri Market.",0,"crowd size=no report",1663076930
IDN2931,"07 September 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Christian Group (Indonesia); Papuan Ethnic Group (Indonesia)",6,"Police Forces of Indonesia (2014-)","Military Forces of Indonesia (2014-)",1,16,,360,"Southeast Asia",Indonesia,Papua,Paniai,"East Paniai",Enarotali,-3.9303,136.3765,2,HumanRightsPapua,Other,"On 7 September 2016, villagers were demanding a non-Papuan local shop owner close his store after several villagers sustained electric shocks due to a defective electricity cable in Ipakiye village, Paniai regency, Papua province, when the police and military came and severely maltreated some of the Papuan villagers. One was being beaten on by 15 members at once when a Reverend tried to intervene and was also beaten.",0,"crowd size=no report",1618531653
IDN2930,"30 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Teachers (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Kalimantan",Nunukan,Nunukan,Nunukan,4.0833,117.4333,1,Kompas,National,"On 30 August 2016, around 600 teachers held a peaceful protest in front of Nunukan Court in Nunukan district, Nunukan Regency, North Kalimantan province, after a teacher was arrested for slapping a female student. The student previously insulted his appearance.",0,"crowd size=around 600",1649876513
IDN2929,"30 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Gresik,Gresik,Gresik,-7.1538,112.6561,1,Kompas,National,"On 30 August 2016, hundreds of factory employees held a peaceful protest in Gresik city, East Java province, opposing the sudden termination of two of their coworkers.",0,"crowd size=hundreds",1649876513
IDN2928,"29 August 2016",2016,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Indonesia)","Islamic State (Indonesia)",3,"Civilians (Indonesia)","Catholic Christian Group (Indonesia)",7,37,"Civilian targeting",360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,"US State Department",Other,"On 29 August 2016, a lone-wolf attacker inspired by ISIS propaganda online, attacked a priest holding Mass at St Joseph Catholic Church in Medan city, North Sumatra province. The man failed to detonate a homemade suicide bomb and assaulted the priest with a knife before being overpowered by parishioners. The priest suffered minor injuries.",0,,1618531652
IDN2927,"29 August 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,,,0,50,,360,"Southeast Asia",Indonesia,"West Java",Bandung,Regol,Bandung,-6.9222,107.607,1,Tribunnews,National,"On 29 August 2016, dozens of people held a demonstration in Bandung city, West Java province, demanding compensation as their land was taken for railroad construction. They blockaded a road.",0,"crowd size=dozens",1649876513
IDN188,"27 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Jambi,Merangin,"West Tabir","Rantau Panjang",-1.9089,101.8119,1,"Jakarta Post",National,"On 27 August 2016, in Rantau Panjang (Merangin, Jambi), police headquarters was attacked and set on fire by residents following the arrest of a resident for taking mineral ore from an unlicensed gold-mining site and selling it. No injuries reported.",0,,1651182385
IDN2926,"27 August 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-) Mobile Brigade Corps",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia); Students (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,"Intan Jaya",Sugapa,Sugapa,-3.743,137.05,1,"HumanRightsPapua; Jubi",Other-Subnational,"On 27 August 2016, the Indonesian police forces from the Brigade Mobile Corps opened fire on a group of four intoxicated Papuan high school students in Sugapa district (Intan Jaya regency, Papua province). A victim died.",1,,1696945332
IDN2925,"26 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands",Batam,"Sei Beduk",Batam,1.0521,104.0285,1,Tribunnews,National,"On 26 August 2016, dozens of shipyard workers held a peaceful protest in Batam city, Riau Islands province, demanding the payment of their salary.",0,"crowd size=dozens",1667339305
IDN2924,"25 August 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Riau,"Meranti Islands","Tebing Tinggi","Tebing Tinggi",1.0037,102.7101,1,Tribunnews,National,"On 25 August 2016, around a thousand people held a demonstration in front of a police station in Tebing Tinggi district, Meranti Islands regency, Riau province, regarding the death of a civilian, who was arrested for killing a policeman. The victim was allegedly beaten at the police station. The rioters tried to enter the police station, threw rocks and woods at the stand-by policemen. The police fired gunshots.",0,"crowd size=around 1,000",1649876513
IDN2923,"24 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","Christian Group (Indonesia)",5,"Civilians (Indonesia)","Shiite Muslim Group (Indonesia)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,"North Maluku",Ternate,"Central Ternate",Ternate,0.7907,127.3842,1,"US State Department",Other,"On 24 August 2016, seven members of the Shia Jafariyah congregation were intimidated by local residents after holding a religious event in Marikurubu subdistrict, Ternate city, in Christian-majority North Maluku province. Police were deployed to ensure their safety and they later evacuated the congregation when local residents tried to damage their houses.",0,"crowd size=no report",1618531650
IDN186,"24 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","Students (Indonesia)",5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,Tempo,National,"On 24 August 2016, in Tomang (West Jakarta, Jakarta), a riot broke out at Trisakti University campus. The riot was allegedly sparked by the planned inauguration of new Trisakti University rector carried out by the foundation. No reports of injuries, but 200 sharpened bamboo sticks were found on the campus. Police dispersed the rioters.",0,,1659475469
IDN187,"24 August 2016",2016,2,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,Tempo,National,"Assumed August 24-25, in Menteng (Central Jakarta, Jakarta), hundreds of people claimed from the Jaringan Rakyat Miskin Jakarta (Jakarta's Poor People Network) waged a protest in front of the regional office of the National Democratic Party of Struggle (PDIP) opposing Ahok to be the new governor.",0,,1663790297
IDN2922,"23 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Bogor,"Central Bogor",Bogor,-6.5944,106.7891,1,Kompas,National,"On 23 August 2016, dozens of people held a peaceful protest in Bogor city, West Java province, opposing the revitalization and commercialization plan of the Bogor bus terminal.",0,"crowd size=dozens",1649876513
IDN184,"23 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Papua,Jayapura,Ebungfau,Ebungfau,-2.6315,140.4809,1,Kompas,National,"On 23 August 2016, around 100 rioters attacked a village in Ebungfau district (Jayapura regency, Papua province). They burned 15 houses and wounded several civilians. A day before, a man from the rioters' village was punched by villagers in Ebungfau district in a brawl. The riot was an act of revenge. The police arrested ten rioters.",0,"crowd size=around 100",1657632894
IDN185,"23 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 23 August 2016, in Gambir (Central Jakarta, Jakarta), activists and fishers stage a rally outside the Maritime Affairs and Fisheries Ministry. The protesters from the People's Coalition for Fisheries Justice (Kiara) demanded the government fight against pirates who have threatened the lives of fishers.",0,,1663790297
IDN183,"22 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Chinese Ethnic Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,"Jakarta Post",National,"On 22 August 2016, in Mangga Besar (West Jakarta, Jakarta), residents from a mainly Chinese-Indonesian neighborhood protested against their planned eviction by businessman Deepak Rupo Chugani assisted by the West Jakarta municipality.",0,,1659475468
IDN2921,"21 August 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia); Prisoners (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,"Biak Numfor",Biak,Biak,-1.1822,136.0835,1,HumanRightsPapua,Other,"On 21 August 2016, police officers tortured a Papuan man while in detention at the district police station in Biak city, Biak Numfor regency, Papua province, after arresting him for damaging two windows at a boarding house while drunk.",0,,1610486400
IDN2920,"18 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Military Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,"North Sumatra","Batu Bara","Sei Balai","Sari Rejo",3.0808,99.5853,1,"US State Department",Other,"On 18 August 2016, the residents of Sari Rejo subdistrict, Medan district, North Sumatra province, were involved in a physical confrontation with Air Force personnel guarding disputed land. At least 10 civilians were injured in the clash.",0,"crowd size=no report",1618531649
IDN2919,"18 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,Tribunnews,National,"On 18 August 2016, around 70 hotel workers held a peaceful protest in South Jakarta city, Jakarta province, criticizing the sudden termination of a number of workers by the hotel management.",0,"crowd size=around 70",1659475470
IDN2917,"16 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Journalists (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra",Medan,"Medan Baru",Medan,3.5833,98.6666,1,Kompas,National,"On 16 August 2016, hundreds of journalists held a peaceful protest in Medan city, North Sumatra province, condemning an abusive behavior by a member of military towards two journalists during a protest in Medan on August 15, 2016. The journalists were beaten by wood sticks as they were reporting the protest.",0,"crowd size=hundreds",1649876513
IDN2918,"16 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra","Pematang Siantar","Siantar Sitalasari","Pematang Siantar",2.9666,99.05,1,Tribunnews,National,"On 16 August 2016, dozens of bank customers held a peaceful protest in Pematang Siantar city, North Sumatra province, regarding fraud by the bank's employees that caused a huge financial loss.",0,"crowd size=dozens",1649876513
IDN2915,"15 August 2016",2016,1,"Political violence","Violence against civilians",Attack,"Military Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Journalists (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,"North Sumatra","Batu Bara","Sei Balai","Sari Rejo",3.0808,99.5853,1,"US State Department",Other,"On 15 August 2016, two journalists in Sari Rejo subdistrict, Medan district, North Sumatra province, were injured during a land dispute between residents and the Indonesian Air Force. Soldiers beat them with logs, sticks, spears, and a long barrel as well as confiscated their cell phones, wallets, and a handy-cam.",0,,1618531648
IDN2916,"15 August 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Military Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,"North Sumatra","Batu Bara","Sei Balai","Sari Rejo",3.0808,99.5853,1,"US State Department",Other,"On 15 August 2016, in Sari Rejo subdistrict, Medan district, North Sumatra province, there was a land dispute between residents and the Indonesian Air Force.",0,"crowd size=no report",1618531648
IDN2906,"15 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Bali,Denpasar,"North Denpasar",Denpasar,-8.65,115.2166,3,"Free West Papua Campaign",Other,"On 15 August 2016, KNPB members demonstrated against the 'New York Agreement' in Bali province, and in support of a referendum.",0,"crowd size=no report",1618531646
IDN2908,"15 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Papua",Manokwari,"West Manokwari",Manokwari,-0.8629,134.064,1,"Free West Papua Campaign",Other,"On 15 August 2016, KNPB members demonstrated against the 'New York Agreement' in Manokwari city, West Papua province, and in support of a referendum.",0,"crowd size=no report",1618531646
IDN2911,"15 August 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Papua,Nabire,Nabire,Nabire,-3.3598,135.5007,1,"Free West Papua Campaign",Other,"On 15 August 2016, KNPB members demonstrated against the 'New York Agreement' in Nabire city, Papua province, and in support of a referendum.",0,"crowd size=no report",1604423649
